display_name,category,sector,country_codes,barcodes,aliases,image_url,unit,tags,supplier_suggestions,marketplace_matches,publication_status,notes,reference_price,sale_price,supplier_hint,verified,added_by_count
Dropéridol 5mg/ml injectable - Droleptan,injectable,pharmacie,SN,,Dropéridol 5mg/ml injectable|Dropéridol|Droleptan,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Dropéridol 5mg/ml injectable + + + Droleptan,,,Droleptan,false,1
"Néostigmine 0,5mg/ml injectable - Prostigmine",injectable,pharmacie,SN,,"Néostigmine 0,5mg/ml injectable|Néostigmine|Prostigmine",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + | Source: Néostigmine 0,5mg/ml injectable + + + Prostigmine",,,Prostigmine,false,1
Suxaméthonium ( succinylcholine) 10mg/ml injectable - Célocurine,injectable,pharmacie,SN,,Suxaméthonium ( succinylcholine) 10mg/ml injectable|Suxaméthonium ( succinylcholine)|Célocurine,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Suxaméthonium ( succinylcholine) 10mg/ml injectable + + + Célocurine,,,Célocurine,false,1
Rocuronium 10mg/ml injectable - Esmeron,injectable,pharmacie,SN,,Rocuronium 10mg/ml injectable|Rocuronium|Esmeron,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Rocuronium 10mg/ml injectable + + Esmeron,,,Esmeron,false,1
Rocuronium 50mg/5ml injectable - Esmeron,injectable,pharmacie,SN,,Rocuronium 50mg/5ml injectable|Rocuronium|Esmeron,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Rocuronium 50mg/5ml injectable + + Esmeron,,,Esmeron,false,1
Vécuronium bromure 10mg injectable - Norcuron,injectable,pharmacie,SN,,Vécuronium bromure 10mg injectable|Vécuronium bromure|Norcuron,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Vécuronium bromure 10mg injectable + + Norcuron,,,Norcuron,false,1
Atracurium bésilate 50mg/ml injectable - Tracrium,injectable,pharmacie,SN,,Atracurium bésilate 50mg/ml injectable|Atracurium bésilate|Tracrium,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Atracurium bésilate 50mg/ml injectable + + Tracrium,,,Tracrium,false,1
"Fentanyl 0,5mg/10mg injectable - Fentanyl",injectable,pharmacie,SN,,"Fentanyl 0,5mg/10mg injectable|Fentanyl",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + | Source: Fentanyl 0,5mg/10mg injectable + + + Fentanyl",,,Fentanyl,false,1
"Fentanyl 0,1mg/20mg injectable - Fentanyl",injectable,pharmacie,SN,,"Fentanyl 0,1mg/20mg injectable|Fentanyl",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + | Source: Fentanyl 0,1mg/20mg injectable + + + Fentanyl",,,Fentanyl,false,1
Sufentanil 10µmg/2ml injectable - Sufenta,injectable,pharmacie,SN,,Sufentanil 10µmg/2ml injectable|Sufentanil|Sufenta,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Sufentanil 10µmg/2ml injectable + + + Sufenta,,,Sufenta,false,1
Morphine chlorhydrate 10mg injectable - Morphine,injectable,pharmacie,SN,,Morphine chlorhydrate 10mg injectable|Morphine chlorhydrate|Morphine,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Morphine chlorhydrate 10mg injectable + + Morphine,,,Morphine,false,1
Nalbuphine 20mg/2ml injectable - Nubain,injectable,pharmacie,SN,,Nalbuphine 20mg/2ml injectable|Nalbuphine|Nubain,,,medicament|senegal|injectable,,,draft,Niveaux: + | Source: Nalbuphine 20mg/2ml injectable + Nubain,,,Nubain,false,1
Nefopam 20mg/2ml injectable - Acupam,injectable,pharmacie,SN,,Nefopam 20mg/2ml injectable|Nefopam|Acupam,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Nefopam 20mg/2ml injectable + + + Acupam,,,Acupam,false,1
Tramadol 100mg/2ml injectable,injectable,pharmacie,SN,,Tramadol 100mg/2ml injectable|Tramadol,,,medicament|senegal|injectable,,,draft,"Source: Tramadol 100mg/2ml injectable + + + Trabar III- ANALGESIQUES, ANTIPYRETIQUES, ANTI-INFLAMMATOIRES III-1 ANTALGIQUES NON OPIOIDES /ANTIPYRETIQUES, ANTI-INFLAMMATOIRES",,,,false,1
"Acétylsalicylate de lysine 1,8g injectable - Aspégic",injectable,pharmacie,SN,,"Acétylsalicylate de lysine 1,8g injectable|Acétylsalicylate de lysine|Aspégic",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + + | Source: Acétylsalicylate de lysine 1,8g injectable + + + + Aspégic",,,Aspégic,false,1
Acétylsalicylate de lysine 100mg poudre - Aspégic,poudre,pharmacie,SN,,Acétylsalicylate de lysine 100mg poudre|Acétylsalicylate de lysine|Aspégic,,,medicament|senegal|poudre,,,draft,Niveaux: + + + + | Source: Acétylsalicylate de lysine 100mg poudre + + + + Aspégic,,,Aspégic,false,1
Acétylsalicylate de lysine 250mg poudre - Aspégic 18,poudre,pharmacie,SN,,Acétylsalicylate de lysine 250mg poudre|Acétylsalicylate de lysine|Aspégic 18,,,medicament|senegal|poudre,,,draft,Niveaux: + + + + | Source: Acétylsalicylate de lysine 250mg poudre + + + + Aspégic 18,,,Aspégic 18,false,1
Acide acétylsalicylique 100mg comprimé,comprimé,pharmacie,SN,,Acide acétylsalicylique 100mg comprimé|Acide acétylsalicylique,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Acide acétylsalicylique 100mg comprimé + + + +,,,,false,1
Acide acétylsalicylique 500mg comprimé - Aspirine,comprimé,pharmacie,SN,,Acide acétylsalicylique 500mg comprimé|Acide acétylsalicylique|Aspirine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Acide acétylsalicylique 500mg comprimé + + + + Aspirine,,,Aspirine,false,1
Acide méfénamique 250mg comprimé - Ponstyl,comprimé,pharmacie,SN,,Acide méfénamique 250mg comprimé|Acide méfénamique|Ponstyl,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Acide méfénamique 250mg comprimé + + + + Ponstyl,,,Ponstyl,false,1
Acide niflumique 3% pommade - Nifluril,pommade,pharmacie,SN,,Acide niflumique 3% pommade|Acide niflumique|Nifluril,,,medicament|senegal|pommade,,,draft,Niveaux: + + + + | Source: Acide niflumique 3% pommade + + + + Nifluril,,,Nifluril,false,1
Ibuprofène 400mg comprimé - Brufen,comprimé,pharmacie,SN,,Ibuprofène 400mg comprimé|Ibuprofène|Brufen,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Ibuprofène 400mg comprimé + + + + Brufen,,,Brufen,false,1
Ibuprofène 100mg/5ml sirop - Advil,sirop,pharmacie,SN,,Ibuprofène 100mg/5ml sirop|Ibuprofène|Advil,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + | Source: Ibuprofène 100mg/5ml sirop + + + + Advil,,,Advil,false,1
Indométacine 25mg comprimé - Indocid,comprimé,pharmacie,SN,,Indométacine 25mg comprimé|Indométacine|Indocid,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Indométacine 25mg comprimé + + + + Indocid,,,Indocid,false,1
Kétoprofène 100mg/2ml injectable - Profénid,injectable,pharmacie,SN,,Kétoprofène 100mg/2ml injectable|Kétoprofène|Profénid,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Kétoprofène 100mg/2ml injectable + + + Profénid,,,Profénid,false,1
Diclofénac 50mg comprimé - Voltarène,comprimé,pharmacie,SN,,Diclofénac 50mg comprimé|Diclofénac|Voltarène,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Diclofénac 50mg comprimé + + + + Voltarène,,,Voltarène,false,1
Paracétamol 500mg comprimé - Doliprane,comprimé,pharmacie,SN,,Paracétamol 500mg comprimé|Paracétamol|Doliprane,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Paracétamol 500mg comprimé + + + + + Doliprane,,,Doliprane,false,1
Paracétamol 125mg/5ml sirop - Doliprane,sirop,pharmacie,SN,,Paracétamol 125mg/5ml sirop|Paracétamol|Doliprane,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + + | Source: Paracétamol 125mg/5ml sirop + + + + + Doliprane,,,Doliprane,false,1
Paracétamol 1g injectable - Perfalgan,injectable,pharmacie,SN,,Paracétamol 1g injectable|Paracétamol|Perfalgan,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Paracétamol 1g injectable + + + + Perfalgan,,,Perfalgan,false,1
"Paracétamol 0,5g injectable - Perfalgan",injectable,pharmacie,SN,,"Paracétamol 0,5g injectable|Paracétamol|Perfalgan",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + + | Source: Paracétamol 0,5g injectable + + + + Perfalgan",,,Perfalgan,false,1
Prednisone 5mg comprimé - Cortancyl,comprimé,pharmacie,SN,,Prednisone 5mg comprimé|Prednisone|Cortancyl,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Prednisone 5mg comprimé + + + Cortancyl,,,Cortancyl,false,1
Prednisone 20mg comprimé - Cortancyl III-2 Opioïdes,comprimé,pharmacie,SN,,Prednisone 20mg comprimé|Prednisone|Cortancyl III-2 Opioïdes,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Prednisone 20mg comprimé + + + Cortancyl III-2 Opioïdes,,,Cortancyl III-2 Opioïdes,false,1
"Buprénorphine 0,2mg comprimé perlingual - Temgésic",comprimé perlingual,pharmacie,SN,,"Buprénorphine 0,2mg comprimé perlingual|Buprénorphine|Temgésic",,,medicament|senegal|comprimé perlingual,,,draft,"Niveaux: + + | Source: Buprénorphine 0,2mg comprimé perlingual + + Temgésic",,,Temgésic,false,1
Morphine chlorhydrate 5mg comprimé - Morphine,comprimé,pharmacie,SN,,Morphine chlorhydrate 5mg comprimé|Morphine chlorhydrate|Morphine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate 5mg comprimé + + + Morphine,,,Morphine,false,1
Morphine chlorhydrate 10mg comprimé - Skenan,comprimé,pharmacie,SN,,Morphine chlorhydrate 10mg comprimé|Morphine chlorhydrate|Skenan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate 10mg comprimé + + + Skenan,,,Skenan,false,1
Morphine chlorhydrate 20mg comprimé - Skenan,comprimé,pharmacie,SN,,Morphine chlorhydrate 20mg comprimé|Morphine chlorhydrate|Skenan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate 20mg comprimé + + + Skenan,,,Skenan,false,1
Morphine chlorhydrate 30mg comprimé - Skenan,comprimé,pharmacie,SN,,Morphine chlorhydrate 30mg comprimé|Morphine chlorhydrate|Skenan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate 30mg comprimé + + + Skenan,,,Skenan,false,1
Morphine chlorhydrate LP 10mg comprimé - Actiskenan,comprimé,pharmacie,SN,,Morphine chlorhydrate LP 10mg comprimé|Morphine chlorhydrate LP|Actiskenan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate LP 10mg comprimé + + + Actiskenan,,,Actiskenan,false,1
Morphine chlorhydrate LP 20mg comprimé - Actiskenan 19,comprimé,pharmacie,SN,,Morphine chlorhydrate LP 20mg comprimé|Morphine chlorhydrate LP|Actiskenan 19,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate LP 20mg comprimé + + + Actiskenan 19,,,Actiskenan 19,false,1
Morphine chlorhydrate LP 30mg comprimé - Actiskenan,comprimé,pharmacie,SN,,Morphine chlorhydrate LP 30mg comprimé|Morphine chlorhydrate LP|Actiskenan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate LP 30mg comprimé + + + Actiskenan,,,Actiskenan,false,1
Morphine 10mg poudre,poudre,pharmacie,SN,,Morphine 10mg poudre|Morphine,,,medicament|senegal|poudre,,,draft,Niveaux: + + + | Source: Morphine 10mg poudre + + +,,,,false,1
Morphine chlorhydrate LP 60 mg comprimé - Actiskenan,comprimé,pharmacie,SN,,Morphine chlorhydrate LP 60 mg comprimé|Morphine chlorhydrate LP|Actiskenan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Morphine chlorhydrate LP 60 mg comprimé + + + Actiskenan,,,Actiskenan,false,1
Méthadone 5mg gélule - méthadone,gélule,pharmacie,SN,,Méthadone 5mg gélule|Méthadone,,,medicament|senegal|gélule,,,draft,Niveaux: + + + | Source: Méthadone 5mg gélule + + + méthadone,,,méthadone,false,1
Méthadone 5mg sirop - méthadone,sirop,pharmacie,SN,,Méthadone 5mg sirop|Méthadone,,,medicament|senegal|sirop,,,draft,Niveaux: + + + | Source: Méthadone 5mg sirop + + + méthadone,,,méthadone,false,1
Sufentanil 10µg/2ml injectable,injectable,pharmacie,SN,,Sufentanil 10µg/2ml injectable|Sufentanil,,,medicament|senegal|injectable,,,draft,Source: Sufentanil 10µg/2ml injectable + + + Sufenta IV- ANTI-ALLERGIQUES ET MEDICAMENTS UTILISES POUR LE TRAITEMENT DE L'ANAPHYLAXIE,,,,false,1
Cétirizine 10mg comprimé - Zyrtec,comprimé,pharmacie,SN,,Cétirizine 10mg comprimé|Cétirizine|Zyrtec,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Cétirizine 10mg comprimé + + + + Zyrtec,,,Zyrtec,false,1
Dexaméthasone 4mg injectable - Soludécadron,injectable,pharmacie,SN,,Dexaméthasone 4mg injectable|Dexaméthasone|Soludécadron,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Dexaméthasone 4mg injectable + + + + Soludécadron,,,Soludécadron,false,1
Dexchlorphéniramine 2mg comprimé - Polaramine,comprimé,pharmacie,SN,,Dexchlorphéniramine 2mg comprimé|Dexchlorphéniramine|Polaramine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Dexchlorphéniramine 2mg comprimé + + + + Polaramine,,,Polaramine,false,1
"Dexchlorphéniramine 0,01% sirop - Polaramine",sirop,pharmacie,SN,,"Dexchlorphéniramine 0,01% sirop|Dexchlorphéniramine|Polaramine",,,medicament|senegal|sirop,,,draft,"Niveaux: + + + + | Source: Dexchlorphéniramine 0,01% sirop + + + + Polaramine",,,Polaramine,false,1
Hydrocortisone 500mg injectable - Hydrocortisone,injectable,pharmacie,SN,,Hydrocortisone 500mg injectable|Hydrocortisone,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Hydrocortisone 500mg injectable + + + Hydrocortisone,,,Hydrocortisone,false,1
Hydrocortisone 100mg injectable - Hydrocortisone,injectable,pharmacie,SN,,Hydrocortisone 100mg injectable|Hydrocortisone,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Hydrocortisone 100mg injectable + + + + Hydrocortisone,,,Hydrocortisone,false,1
Méthylprednisolone 40mg/ml injectable - Solumédrol,injectable,pharmacie,SN,,Méthylprednisolone 40mg/ml injectable|Méthylprednisolone|Solumédrol,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Méthylprednisolone 40mg/ml injectable + + + + Solumédrol,,,Solumédrol,false,1
Prométhazine 50mg/ml injectable - Phénergan,injectable,pharmacie,SN,,Prométhazine 50mg/ml injectable|Prométhazine|Phénergan,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Prométhazine 50mg/ml injectable + + + + Phénergan,,,Phénergan,false,1
Prométhazine 25mg comprimé - Phénergan V- ANTIDOTES V-1 Adsorbants,comprimé,pharmacie,SN,,Prométhazine 25mg comprimé|Prométhazine|Phénergan V- ANTIDOTES V-1 Adsorbants,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Prométhazine 25mg comprimé + + + + Phénergan V- ANTIDOTES V-1 Adsorbants,,,Phénergan V- ANTIDOTES V-1 Adsorbants,false,1
charbon activé Solution Buvable 12g/60ml solution buvable,solution buvable,pharmacie,SN,,charbon activé Solution Buvable 12g/60ml solution buvable|charbon activé Solution Buvable,,,medicament|senegal|solution buvable,,,draft,Niveaux: + + | Source: charbon activé Solution Buvable 12g/60ml solution buvable + +,,,,false,1
Charbon 500mg comprimé - Carbophos 20 V-2 Antidotes spécifiques,comprimé,pharmacie,SN,,Charbon 500mg comprimé|Charbon|Carbophos 20 V-2 Antidotes spécifiques,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Charbon 500mg comprimé + + + + Carbophos 20 V-2 Antidotes spécifiques,,,Carbophos 20 V-2 Antidotes spécifiques,false,1
Disulfurame 500mg comprimé - Espéral,comprimé,pharmacie,SN,,Disulfurame 500mg comprimé|Disulfurame|Espéral,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Disulfurame 500mg comprimé + + Espéral,,,Espéral,false,1
"Flumazénil 0,5mg/ml injectable - Anexate",injectable,pharmacie,SN,,"Flumazénil 0,5mg/ml injectable|Flumazénil|Anexate",,,medicament|senegal|injectable,,,draft,"Niveaux: + + | Source: Flumazénil 0,5mg/ml injectable + + Anexate",,,Anexate,false,1
N-acétylcystéine 5g/25ml injectable - Fluimicil,injectable,pharmacie,SN,,N-acétylcystéine 5g/25ml injectable|N-acétylcystéine|Fluimicil,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: N-acétylcystéine 5g/25ml injectable + + Fluimicil,,,Fluimicil,false,1
"Naloxone 0,4mg/ml injectable - Narcan",injectable,pharmacie,SN,,"Naloxone 0,4mg/ml injectable|Naloxone|Narcan",,,medicament|senegal|injectable,,,draft,"Niveaux: + + | Source: Naloxone 0,4mg/ml injectable + + Narcan",,,Narcan,false,1
Pralidoxime 200mg injectable - Contrathion,injectable,pharmacie,SN,,Pralidoxime 200mg injectable|Pralidoxime|Contrathion,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Pralidoxime 200mg injectable + + + Contrathion,,,Contrathion,false,1
EDTA disodique calcique 500mg/10mL injectable,injectable,pharmacie,SN,,EDTA disodique calcique 500mg/10mL injectable|EDTA disodique calcique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: EDTA disodique calcique 500mg/10mL injectable + + +,,,,false,1
Déferoxamine 500mg injectable - Desferal,injectable,pharmacie,SN,,Déferoxamine 500mg injectable|Déferoxamine|Desferal,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Déferoxamine 500mg injectable + + + Desferal,,,Desferal,false,1
Glucagon 1mg/ml injectable - glucagen,injectable,pharmacie,SN,,Glucagon 1mg/ml injectable|Glucagon|glucagen,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Glucagon 1mg/ml injectable + + + glucagen,,,glucagen,false,1
Sulfate de Protamine 1000 UAH/ml injectable - Protamine Choay,injectable,pharmacie,SN,,Sulfate de Protamine 1000 UAH/ml injectable|Sulfate de Protamine|Protamine Choay,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Sulfate de Protamine 1000 UAH/ml injectable + + + Protamine Choay,,,Protamine Choay,false,1
Intralipide 20%/250ml injectable,injectable,pharmacie,SN,,Intralipide 20%/250ml injectable|Intralipide,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Intralipide 20%/250ml injectable + +,,,,false,1
les concentres de complexe prothrombinique humaine 25U/ml injectable,injectable,pharmacie,SN,,les concentres de complexe prothrombinique humaine 25U/ml injectable|les concentres de complexe prothrombinique humaine,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: les concentres de complexe prothrombinique humaine 25U/ml injectable + +,,,,false,1
Succimer 100mg Capsule orale - Succicaptal VI- PSYCHOTROPES/ANTICONVULSANTS/ANTIEPILEPTIQUES,orale,pharmacie,SN,,Succimer 100mg Capsule orale|Succimer|Succicaptal VI- PSYCHOTROPES/ANTICONVULSANTS/ANTIEPILEPTIQUES,,,medicament|senegal|orale,,,draft,Niveaux: + + + | Source: Succimer 100mg Capsule orale + + + Succicaptal VI- PSYCHOTROPES/ANTICONVULSANTS/ANTIEPILEPTIQUES,,,Succicaptal VI- PSYCHOTROPES/ANTICONVULSANTS/ANTIEPILEPTIQUES,false,1
Sulfate de magnésium 20% injectable,injectable,pharmacie,SN,,Sulfate de magnésium 20% injectable|Sulfate de magnésium,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Sulfate de magnésium 20% injectable + + + +,,,,false,1
Acide valproïque 200mg comprimé - Dépakine,comprimé,pharmacie,SN,,Acide valproïque 200mg comprimé|Acide valproïque|Dépakine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Acide valproïque 200mg comprimé + + Dépakine,,,Dépakine,false,1
Acide valproïque 400mg/4ml injectable - Dépakine,injectable,pharmacie,SN,,Acide valproïque 400mg/4ml injectable|Acide valproïque|Dépakine,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Acide valproïque 400mg/4ml injectable + + Dépakine,,,Dépakine,false,1
Valproate de sodium LP 500mg injectable - Dépakine,injectable,pharmacie,SN,,Valproate de sodium LP 500mg injectable|Valproate de sodium LP|Dépakine,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Valproate de sodium LP 500mg injectable + + Dépakine,,,Dépakine,false,1
Valproate de sodium 200mg/5ml solution buvable - Dépakine,solution buvable,pharmacie,SN,,Valproate de sodium 200mg/5ml solution buvable|Valproate de sodium|Dépakine,,,medicament|senegal|solution buvable,,,draft,Niveaux: + + | Source: Valproate de sodium 200mg/5ml solution buvable + + Dépakine,,,Dépakine,false,1
Amitriptyline 40mg/ml gouttes orales - Laroxyl,gouttes orales,pharmacie,SN,,Amitriptyline 40mg/ml gouttes orales|Amitriptyline|Laroxyl,,,medicament|senegal|gouttes orales,,,draft,Niveaux: + + | Source: Amitriptyline 40mg/ml gouttes orales + + Laroxyl,,,Laroxyl,false,1
Carbamazépine 200mg comprimé - Tégrétol,comprimé,pharmacie,SN,,Carbamazépine 200mg comprimé|Carbamazépine|Tégrétol,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Carbamazépine 200mg comprimé + + Tégrétol,,,Tégrétol,false,1
Chlorpromazine 100mg comprimé - Largactil 21,comprimé,pharmacie,SN,,Chlorpromazine 100mg comprimé|Chlorpromazine|Largactil 21,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Chlorpromazine 100mg comprimé + + Largactil 21,,,Largactil 21,false,1
Chlorpromazine 25mg/ml injectable - Largactil,injectable,pharmacie,SN,,Chlorpromazine 25mg/ml injectable|Chlorpromazine|Largactil,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Chlorpromazine 25mg/ml injectable + + + Largactil,,,Largactil,false,1
Clonazépam 2mg gouttes - Rivotril,M?dicament,pharmacie,SN,,Clonazépam 2mg gouttes|Clonazépam|Rivotril,,,medicament|senegal,,,draft,Niveaux: + + | Source: Clonazépam 2mg gouttes + + Rivotril,,,Rivotril,false,1
Clonazepam 1mg/ml injectable - Rivotril,injectable,pharmacie,SN,,Clonazepam 1mg/ml injectable|Clonazepam|Rivotril,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Clonazepam 1mg/ml injectable + + Rivotril,,,Rivotril,false,1
Clonazépam 2mg comprime - Rivotril,M?dicament,pharmacie,SN,,Clonazépam 2mg comprime|Clonazépam|Rivotril,,,medicament|senegal,,,draft,Niveaux: + + | Source: Clonazépam 2mg comprime + + Rivotril,,,Rivotril,false,1
Diazepam 10mg/2ml injectable - Valium,injectable,pharmacie,SN,,Diazepam 10mg/2ml injectable|Diazepam|Valium,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Diazepam 10mg/2ml injectable + + Valium,,,Valium,false,1
Diazépam 5mg comprimé - Valium,comprimé,pharmacie,SN,,Diazépam 5mg comprimé|Diazépam|Valium,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Diazépam 5mg comprimé + + + Valium,,,Valium,false,1
Phénytoïne 30mg/5ml solution buvable - Dihydan,solution buvable,pharmacie,SN,,Phénytoïne 30mg/5ml solution buvable|Phénytoïne|Dihydan,,,medicament|senegal|solution buvable,,,draft,Niveaux: + + + | Source: Phénytoïne 30mg/5ml solution buvable + + + Dihydan,,,Dihydan,false,1
Phénytoïne 100mg comprimé - Dihydan,comprimé,pharmacie,SN,,Phénytoïne 100mg comprimé|Phénytoïne|Dihydan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Phénytoïne 100mg comprimé + + + Dihydan,,,Dihydan,false,1
Fluphénazine 25mg/ml injectable - Modécate,injectable,pharmacie,SN,,Fluphénazine 25mg/ml injectable|Fluphénazine|Modécate,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Fluphénazine 25mg/ml injectable + + Modécate,,,Modécate,false,1
Fluphénazine 125mg/5ml injectable - Modécate,injectable,pharmacie,SN,,Fluphénazine 125mg/5ml injectable|Fluphénazine|Modécate,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Fluphénazine 125mg/5ml injectable + + Modécate,,,Modécate,false,1
"Halopéridol 0,50% gouttes orales - Haldol",gouttes orales,pharmacie,SN,,"Halopéridol 0,50% gouttes orales|Halopéridol|Haldol",,,medicament|senegal|gouttes orales,,,draft,"Niveaux: + + | Source: Halopéridol 0,50% gouttes orales + + Haldol",,,Haldol,false,1
Halopéridol 5mg/ml injectable - Haldol,injectable,pharmacie,SN,,Halopéridol 5mg/ml injectable|Halopéridol|Haldol,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Halopéridol 5mg/ml injectable + + + Haldol,,,Haldol,false,1
Lévomépromazine 100mg comprimé - Nozinan,comprimé,pharmacie,SN,,Lévomépromazine 100mg comprimé|Lévomépromazine|Nozinan,,,medicament|senegal|comprimé,,,draft,Niveaux: + | Source: Lévomépromazine 100mg comprimé + Nozinan,,,Nozinan,false,1
Lévomépromazine 25mg injectable - Nozinan,injectable,pharmacie,SN,,Lévomépromazine 25mg injectable|Lévomépromazine|Nozinan,,,medicament|senegal|injectable,,,draft,Niveaux: + | Source: Lévomépromazine 25mg injectable + Nozinan,,,Nozinan,false,1
Phénobarbital 100mg comprimé - Gardénal,comprimé,pharmacie,SN,,Phénobarbital 100mg comprimé|Phénobarbital|Gardénal,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Phénobarbital 100mg comprimé + + + + Gardénal,,,Gardénal,false,1
Phénobarbital 200mg/ml injectable - Gardénal,injectable,pharmacie,SN,,Phénobarbital 200mg/ml injectable|Phénobarbital|Gardénal,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Phénobarbital 200mg/ml injectable + + + Gardénal,,,Gardénal,false,1
Phénobarbital 15mg/5ml solution buvable - Gardénal,solution buvable,pharmacie,SN,,Phénobarbital 15mg/5ml solution buvable|Phénobarbital|Gardénal,,,medicament|senegal|solution buvable,,,draft,Niveaux: + + + + | Source: Phénobarbital 15mg/5ml solution buvable + + + + Gardénal,,,Gardénal,false,1
"Trihexyphénidyle 0,40% gouttes - Artane",M?dicament,pharmacie,SN,,"Trihexyphénidyle 0,40% gouttes|Trihexyphénidyle|Artane",,,medicament|senegal,,,draft,"Niveaux: + + | Source: Trihexyphénidyle 0,40% gouttes + + Artane",,,Artane,false,1
Trihexyphénidyle 5mg comprimé - Artane,comprimé,pharmacie,SN,,Trihexyphénidyle 5mg comprimé|Trihexyphénidyle|Artane,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Trihexyphénidyle 5mg comprimé + + Artane,,,Artane,false,1
Tropatépine 10mg/2ml injectable - Lepticur,injectable,pharmacie,SN,,Tropatépine 10mg/2ml injectable|Tropatépine|Lepticur,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Tropatépine 10mg/2ml injectable + + Lepticur,,,Lepticur,false,1
