display_name,category,sector,country_codes,barcodes,aliases,image_url,unit,tags,supplier_suggestions,marketplace_matches,publication_status,notes,reference_price,sale_price,supplier_hint,verified,added_by_count
Métronidazole 500mg comprimé - Flagyl,comprimé,pharmacie,SN,,Métronidazole 500mg comprimé|Métronidazole|Flagyl,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Métronidazole 500mg comprimé + + + + Flagyl,,,Flagyl,false,1
Métronidazole 250mg comprimé - Flagyl,comprimé,pharmacie,SN,,Métronidazole 250mg comprimé|Métronidazole|Flagyl,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Métronidazole 250mg comprimé + + + + Flagyl,,,Flagyl,false,1
Métronidazole 500mg comprimé gynécologique - Flagyl,comprimé gynécologique,pharmacie,SN,,Métronidazole 500mg comprimé gynécologique|Métronidazole|Flagyl,,,medicament|senegal|comprimé gynécologique,,,draft,Niveaux: + + + + | Source: Métronidazole 500mg comprimé gynécologique + + + + Flagyl,,,Flagyl,false,1
Métronidazole 200mg/5ml suspension buvable - Flagyl,suspension buvable,pharmacie,SN,,Métronidazole 200mg/5ml suspension buvable|Métronidazole|Flagyl,,,medicament|senegal|suspension buvable,,,draft,Niveaux: + + + + | Source: Métronidazole 200mg/5ml suspension buvable. + + + + Flagyl,,,Flagyl,false,1
Métronidazole 500mg/100ml perfusion - Flagyl I-5 Antifongiques,perfusion,pharmacie,SN,,Métronidazole 500mg/100ml perfusion|Métronidazole|Flagyl I-5 Antifongiques,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + | Source: Métronidazole 500mg/100ml perfusion + + + Flagyl I-5 Antifongiques,,,Flagyl I-5 Antifongiques,false,1
Amphotéricine B liposomale 50mg injectable - AmBisome,injectable,pharmacie,SN,,Amphotéricine B liposomale 50mg injectable|Amphotéricine B liposomale|AmBisome,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Amphotéricine B liposomale 50mg injectable + + AmBisome,,,AmBisome,false,1
Amphotéricine B 250mg comprimé - Fungizone,comprimé,pharmacie,SN,,Amphotéricine B 250mg comprimé|Amphotéricine B|Fungizone,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Amphotéricine B 250mg comprimé + + + Fungizone,,,Fungizone,false,1
Amphotéricine B 1000µg/ml suspension buvable - Fungizone,suspension buvable,pharmacie,SN,,Amphotéricine B 1000µg/ml suspension buvable|Amphotéricine B|Fungizone,,,medicament|senegal|suspension buvable,,,draft,Niveaux: + + + | Source: Amphotéricine B 1000µg/ml suspension buvable. + + + Fungizone,,,Fungizone,false,1
Fluconazole 100mg comprimé - Triflucan,comprimé,pharmacie,SN,,Fluconazole 100mg comprimé|Fluconazole|Triflucan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Fluconazole 100mg comprimé + + + Triflucan,,,Triflucan,false,1
Fluconazole 2mg/ml injectable - Triflucan,injectable,pharmacie,SN,,Fluconazole 2mg/ml injectable|Fluconazole|Triflucan,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Fluconazole 2mg/ml injectable + + + Triflucan,,,Triflucan,false,1
Fluconazole 50mg/5ml suspension buvable - Triflucan,suspension buvable,pharmacie,SN,,Fluconazole 50mg/5ml suspension buvable|Fluconazole|Triflucan,,,medicament|senegal|suspension buvable,,,draft,Niveaux: + + + | Source: Fluconazole 50mg/5ml suspension buvable + + + Triflucan,,,Triflucan,false,1
Griséofulvine 250mg comprimé - Griséfuline,comprimé,pharmacie,SN,,Griséofulvine 250mg comprimé|Griséofulvine|Griséfuline,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Griséofulvine 250mg comprimé + + + + Griséfuline,,,Griséfuline,false,1
Griséofulvine 500mg comprimé - Griséfuline,comprimé,pharmacie,SN,,Griséofulvine 500mg comprimé|Griséofulvine|Griséfuline,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Griséofulvine 500mg comprimé + + + + Griséfuline,,,Griséfuline,false,1
Kétoconazole 200mg comprimé - Nizoral,comprimé,pharmacie,SN,,Kétoconazole 200mg comprimé|Kétoconazole|Nizoral,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Kétoconazole 200mg comprimé + + + + Nizoral,,,Nizoral,false,1
Nystatine 100.000UI comprimé gynécologique - Mycostatine,comprimé gynécologique,pharmacie,SN,,Nystatine 100.000UI comprimé gynécologique|Nystatine|Mycostatine,,,medicament|senegal|comprimé gynécologique,,,draft,Niveaux: + + + + | Source: Nystatine 100.000UI comprimé gynécologique + + + + Mycostatine,,,Mycostatine,false,1
Terbinafine 250mg comprimé - Lamisil 13 I-6 Antihelminthiques I-6-1 Contre les helminthes intestinaux,comprimé,pharmacie,SN,,Terbinafine 250mg comprimé|Terbinafine|Lamisil 13 I-6 Antihelminthiques I-6-1 Contre les helminthes intestinaux,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Terbinafine 250mg comprimé + + + Lamisil 13 I-6 Antihelminthiques I-6-1 Contre les helminthes intestinaux,,,Lamisil 13 I-6 Antihelminthiques I-6-1 Contre les helminthes intestinaux,false,1
Albendazole 400mg comprimé - Zentel,comprimé,pharmacie,SN,,Albendazole 400mg comprimé|Albendazole|Zentel,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Albendazole 400mg comprimé + + + + + Zentel,,,Zentel,false,1
Albendazole 200mg comprimé - Zentel,comprimé,pharmacie,SN,,Albendazole 200mg comprimé|Albendazole|Zentel,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Albendazole 200mg comprimé + + + + + Zentel,,,Zentel,false,1
Albendazole 4% suspension buvable - Zentel,suspension buvable,pharmacie,SN,,Albendazole 4% suspension buvable|Albendazole|Zentel,,,medicament|senegal|suspension buvable,,,draft,Niveaux: + + + + + | Source: Albendazole 4% suspension buvable + + + + + Zentel,,,Zentel,false,1
Mébendazole 100mg comprimé - Vermox,comprimé,pharmacie,SN,,Mébendazole 100mg comprimé|Mébendazole|Vermox,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Mébendazole 100mg comprimé + + + + + Vermox,,,Vermox,false,1
Mébendazole 500mg comprimé - Vermox,comprimé,pharmacie,SN,,Mébendazole 500mg comprimé|Mébendazole|Vermox,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Mébendazole 500mg comprimé + + + + + Vermox,,,Vermox,false,1
Mébendazole 100mg/5ml suspension buvable - Vermox I-6-2 Contre les filaires et autres filarioses,suspension buvable,pharmacie,SN,,Mébendazole 100mg/5ml suspension buvable|Mébendazole|Vermox I-6-2 Contre les filaires et autres filarioses,,,medicament|senegal|suspension buvable,,,draft,Niveaux: + + + + + | Source: Mébendazole 100mg/5ml suspension buvable + + + + + Vermox I-6-2 Contre les filaires et autres filarioses,,,Vermox I-6-2 Contre les filaires et autres filarioses,false,1
Ivermectine 3mg comprimé - Mectizan I-6-3 Contre les schistosomes,comprimé,pharmacie,SN,,Ivermectine 3mg comprimé|Ivermectine|Mectizan I-6-3 Contre les schistosomes,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Ivermectine 3mg comprimé + + + + Mectizan I-6-3 Contre les schistosomes,,,Mectizan I-6-3 Contre les schistosomes,false,1
Praziquantel 600mg comprimé - Biltricide I-7 Antiviraux I-7-1-a Antiherpétiques,comprimé,pharmacie,SN,,Praziquantel 600mg comprimé|Praziquantel|Biltricide I-7 Antiviraux I-7-1-a Antiherpétiques,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Praziquantel 600mg comprimé + + + + Biltricide I-7 Antiviraux I-7-1-a Antiherpétiques,,,Biltricide I-7 Antiviraux I-7-1-a Antiherpétiques,false,1
Aciclovir 200mg comprimé - Zovirax,comprimé,pharmacie,SN,,Aciclovir 200mg comprimé|Aciclovir|Zovirax,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Aciclovir 200mg comprimé + + + Zovirax,,,Zovirax,false,1
Aciclovir 250mg injectable - Zovirax,injectable,pharmacie,SN,,Aciclovir 250mg injectable|Aciclovir|Zovirax,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Aciclovir 250mg injectable + + Zovirax,,,Zovirax,false,1
Valaciclovir 500mg comprimé - Zélitrex,comprimé,pharmacie,SN,,Valaciclovir 500mg comprimé|Valaciclovir|Zélitrex,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Valaciclovir 500mg comprimé + + + Zélitrex,,,Zélitrex,false,1
Ganciclovir 500mg injectable - Cymévan I-7-1-b Traitement des hépatites,injectable,pharmacie,SN,,Ganciclovir 500mg injectable|Ganciclovir|Cymévan I-7-1-b Traitement des hépatites,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Ganciclovir 500mg injectable + + Cymévan I-7-1-b Traitement des hépatites,,,Cymévan I-7-1-b Traitement des hépatites,false,1
Ténofovir 300mg comprimé - Viread,comprimé,pharmacie,SN,,Ténofovir 300mg comprimé|Ténofovir|Viread,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir 300mg comprimé + + + Viread,,,Viread,false,1
Sofosbuvir 400mg comprimé,comprimé,pharmacie,SN,,Sofosbuvir 400mg comprimé|Sofosbuvir,,,medicament|senegal|comprimé,,,draft,Source: Sofosbuvir 400mg comprimé + + solvaldi 14 I-7-2 Antirétroviraux I-7-2-a Combinaisons d'INTI à doses fixes,,,,false,1
Ténofovir + Emtricitabine 300mg/200mg comprimé,comprimé,pharmacie,SN,,Ténofovir + Emtricitabine 300mg/200mg comprimé|Ténofovir + Emtricitabine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir + Emtricitabine 300mg/200mg comprimé + + +,,,,false,1
Ténofovir + Lamivudine 300mg/300mg comprimé,comprimé,pharmacie,SN,,Ténofovir + Lamivudine 300mg/300mg comprimé|Ténofovir + Lamivudine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir + Lamivudine 300mg/300mg comprimé + + +,,,,false,1
Zidovudine + Lamivudine 60mg/30mg comprimé,comprimé,pharmacie,SN,,Zidovudine + Lamivudine 60mg/30mg comprimé|Zidovudine + Lamivudine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Zidovudine + Lamivudine 60mg/30mg comprimé + + +,,,,false,1
Zidovudine + Lamivudine + Abacavir 300mg/150mg/300mg comprimé,comprimé,pharmacie,SN,,Zidovudine + Lamivudine + Abacavir 300mg/150mg/300mg comprimé|Zidovudine + Lamivudine + Abacavir,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Zidovudine + Lamivudine + Abacavir 300mg/150mg/300mg comprimé + + +,,,,false,1
Abacavir+Lamivudine 600mg/300mg comprimé,comprimé,pharmacie,SN,,Abacavir+Lamivudine 600mg/300mg comprimé|Abacavir+Lamivudine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Abacavir+Lamivudine 600mg/300mg comprimé + + +,,,,false,1
Abacavir+Lamivudine 120mg/60mg comprimé,comprimé,pharmacie,SN,,Abacavir+Lamivudine 120mg/60mg comprimé|Abacavir+Lamivudine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Abacavir+Lamivudine 120mg/60mg comprimé + + +,,,,false,1
Abacavir+Lamivudine 60mg/30mg comprimé,comprimé,pharmacie,SN,,Abacavir+Lamivudine 60mg/30mg comprimé|Abacavir+Lamivudine,,,medicament|senegal|comprimé,,,draft,Source: Abacavir+Lamivudine 60mg/30mg comprimé + + + I-7-2-b Inhibiteurs non nucléosidiques de la transcriptase inverse : INNTI,,,,false,1
Efavirenz 200mg comprimé,comprimé,pharmacie,SN,,Efavirenz 200mg comprimé|Efavirenz,,,medicament|senegal|comprimé,,,draft,Source: Efavirenz 200mg comprimé + + + Sustiva I-7-2-c Inhibiteurs de la protéase : IP,,,,false,1
Atazanavir + Ritonavir 300mg/100mg comprimé - Reyataz,comprimé,pharmacie,SN,,Atazanavir + Ritonavir 300mg/100mg comprimé|Atazanavir + Ritonavir|Reyataz,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Atazanavir + Ritonavir 300mg/100mg comprimé + + + Reyataz,,,Reyataz,false,1
Darunavir 600mg comprimé - Prezista,comprimé,pharmacie,SN,,Darunavir 600mg comprimé|Darunavir|Prezista,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Darunavir 600mg comprimé + + + Prezista,,,Prezista,false,1
Darunavir + Ritonavir 400mg/100mg comprimé - Prezista,comprimé,pharmacie,SN,,Darunavir + Ritonavir 400mg/100mg comprimé|Darunavir + Ritonavir|Prezista,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Darunavir + Ritonavir 400mg/100mg comprimé + + + Prezista,,,Prezista,false,1
Lopinavir + Ritonavir 200mg/50mg comprimé - Kaletra,comprimé,pharmacie,SN,,Lopinavir + Ritonavir 200mg/50mg comprimé|Lopinavir + Ritonavir|Kaletra,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Lopinavir + Ritonavir 200mg/50mg comprimé + + + Kaletra,,,Kaletra,false,1
Lopinavir + Ritonavir 80mg/20mg sirop - Kaletra,sirop,pharmacie,SN,,Lopinavir + Ritonavir 80mg/20mg sirop|Lopinavir + Ritonavir|Kaletra,,,medicament|senegal|sirop,,,draft,Niveaux: + + + | Source: Lopinavir + Ritonavir 80mg/20mg sirop + + + Kaletra,,,Kaletra,false,1
Lopinavir + Ritonavir 100mg/25mg comprimé - Kaletra,comprimé,pharmacie,SN,,Lopinavir + Ritonavir 100mg/25mg comprimé|Lopinavir + Ritonavir|Kaletra,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Lopinavir + Ritonavir 100mg/25mg comprimé + + + Kaletra,,,Kaletra,false,1
Lopinavir + Ritonavir 40mg/10mg comprimé - Kaletra,comprimé,pharmacie,SN,,Lopinavir + Ritonavir 40mg/10mg comprimé|Lopinavir + Ritonavir|Kaletra,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Lopinavir + Ritonavir 40mg/10mg comprimé + + + Kaletra,,,Kaletra,false,1
Ritonavir 100mg comprimé,comprimé,pharmacie,SN,,Ritonavir 100mg comprimé|Ritonavir,,,medicament|senegal|comprimé,,,draft,Source: Ritonavir 100mg comprimé + + + Norvir 15 I-7-2-d Combinaisons d'INTI+INNTI à doses fixes,,,,false,1
Ténofovir+Emtricitabine+Efavirenz 300mg/200mg/600mg comprimé,comprimé,pharmacie,SN,,Ténofovir+Emtricitabine+Efavirenz 300mg/200mg/600mg comprimé|Ténofovir+Emtricitabine+Efavirenz,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir+Emtricitabine+Efavirenz 300mg/200mg/600mg comprimé + + +,,,,false,1
Ténofovir+Emtricitabine+Efavirenz 300mg/200mg/400mg comprimé,comprimé,pharmacie,SN,,Ténofovir+Emtricitabine+Efavirenz 300mg/200mg/400mg comprimé|Ténofovir+Emtricitabine+Efavirenz,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir+Emtricitabine+Efavirenz 300mg/200mg/400mg comprimé + + +,,,,false,1
Ténofovir+Lamivudine+Efavirenz 300mg/300mg/600mg comprimé,comprimé,pharmacie,SN,,Ténofovir+Lamivudine+Efavirenz 300mg/300mg/600mg comprimé|Ténofovir+Lamivudine+Efavirenz,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir+Lamivudine+Efavirenz 300mg/300mg/600mg comprimé + + +,,,,false,1
Ténofovir+Lamivudine+Efavirenz 300mg/300mg/400mg comprimé,comprimé,pharmacie,SN,,Ténofovir+Lamivudine+Efavirenz 300mg/300mg/400mg comprimé|Ténofovir+Lamivudine+Efavirenz,,,medicament|senegal|comprimé,,,draft,Source: Ténofovir+Lamivudine+Efavirenz 300mg/300mg/400mg comprimé + + + I-7-2-e Inhibiteurs d'intégrases,,,,false,1
Raltégravir 400mg comprimé - Isentress,comprimé,pharmacie,SN,,Raltégravir 400mg comprimé|Raltégravir|Isentress,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Raltégravir 400mg comprimé + + + Isentress,,,Isentress,false,1
Dolutégravir 50mg comprimé - Tivicay,comprimé,pharmacie,SN,,Dolutégravir 50mg comprimé|Dolutégravir|Tivicay,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Dolutégravir 50mg comprimé + + + Tivicay,,,Tivicay,false,1
Dolutégravir 10mg comprimé - INNTI,comprimé,pharmacie,SN,,Dolutégravir 10mg comprimé|Dolutégravir|INNTI,,,medicament|senegal|comprimé,,,draft,Niveaux: + | Source: Dolutégravir 10mg comprimé + + + Tivicay I-7-2-f Inhibiteurs d'intégrases + INNTI,,,INNTI,false,1
Ténofovir + Lamivudine +Dolutégravir 300mg/300mg/50mg comprimé,comprimé,pharmacie,SN,,Ténofovir + Lamivudine +Dolutégravir 300mg/300mg/50mg comprimé|Ténofovir + Lamivudine +Dolutégravir,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir + Lamivudine +Dolutégravir 300mg/300mg/50mg comprimé + + +,,,,false,1
Ténofovir alafenamide +Emtricitabine +Dolutégravir 25mg/200mg/50mg comprimé,comprimé,pharmacie,SN,,Ténofovir alafenamide +Emtricitabine +Dolutégravir 25mg/200mg/50mg comprimé|Ténofovir alafenamide +Emtricitabine +Dolutégravir,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir alafenamide +Emtricitabine +Dolutégravir 25mg/200mg/50mg comprimé + + +,,,,false,1
Ténofovir alafenamide +Emtricitabine 25mg/200mg comprimé,comprimé,pharmacie,SN,,Ténofovir alafenamide +Emtricitabine 25mg/200mg comprimé|Ténofovir alafenamide +Emtricitabine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ténofovir alafenamide +Emtricitabine 25mg/200mg comprimé + + +,,,,false,1
abacavir + Lamivudine +Dolutégravir 600mg/300mg/50mg comprimé,comprimé,pharmacie,SN,,abacavir + Lamivudine +Dolutégravir 600mg/300mg/50mg comprimé|abacavir + Lamivudine +Dolutégravir,,,medicament|senegal|comprimé,,,draft,Source: abacavir + Lamivudine +Dolutégravir 600mg/300mg/50mg comprimé + + + 16 II- ANESTHESIQUES II-1 Gaz médicaux,,,,false,1
Oxygène inhalation - Oxygène médical,inhalation,pharmacie,SN,,Oxygène inhalation|Oxygène|Oxygène médical,,,medicament|senegal|inhalation,,,draft,Niveaux: + + + | Source: Oxygène inhalation + + + Oxygène médical,,,Oxygène médical,false,1
Protoxyde d'azote inhalation - Qualité médicale II-2 Anesthésiques généraux,inhalation,pharmacie,SN,,Protoxyde d'azote inhalation|Protoxyde d'azote|Qualité médicale II-2 Anesthésiques généraux,,,medicament|senegal|inhalation,,,draft,Niveaux: + + + | Source: Protoxyde d'azote inhalation + + + Qualité médicale II-2 Anesthésiques généraux,,,Qualité médicale II-2 Anesthésiques généraux,false,1
Isoflurane 184.5 g/mol inhalation - Isoflurane,inhalation,pharmacie,SN,,Isoflurane 184.5 g/mol inhalation|Isoflurane,,,medicament|senegal|inhalation,,,draft,Niveaux: + + + | Source: Isoflurane 184.5 g/mol inhalation + + + Isoflurane,,,Isoflurane,false,1
Sévoflurane 2mg/ml injectable - Sévorane,injectable,pharmacie,SN,,Sévoflurane 2mg/ml injectable|Sévoflurane|Sévorane,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Sévoflurane 2mg/ml injectable + + + Sévorane,,,Sévorane,false,1
desflurane 2mg/ml inhalation - II-3 Hypnotiques /Anesthésiques généraux,inhalation,pharmacie,SN,,desflurane 2mg/ml inhalation|desflurane|II-3 Hypnotiques /Anesthésiques généraux,,,medicament|senegal|inhalation,,,draft,Niveaux: + + + | Source: desflurane 2mg/ml inhalation + + + II-3 Hypnotiques /Anesthésiques généraux,,,II-3 Hypnotiques /Anesthésiques généraux,false,1
Kétamine 50mg injectable - Kétalar,injectable,pharmacie,SN,,Kétamine 50mg injectable|Kétamine|Kétalar,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Kétamine 50mg injectable + + + Kétalar,,,Kétalar,false,1
Propofol 20mg/ml injectable - Diprivan,injectable,pharmacie,SN,,Propofol 20mg/ml injectable|Propofol|Diprivan,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Propofol 20mg/ml injectable + + + Diprivan,,,Diprivan,false,1
Etomidate 20mg/10ml injectable - Hypnomidate,injectable,pharmacie,SN,,Etomidate 20mg/10ml injectable|Etomidate|Hypnomidate,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Etomidate 20mg/10ml injectable + + + Hypnomidate,,,Hypnomidate,false,1
Diazépam 10mg/ml injectable - Valium,injectable,pharmacie,SN,,Diazépam 10mg/ml injectable|Diazépam|Valium,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Diazépam 10mg/ml injectable + + + + Valium,,,Valium,false,1
Midazolam 5mg/ml injectable - Hypnovel,injectable,pharmacie,SN,,Midazolam 5mg/ml injectable|Midazolam|Hypnovel,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Midazolam 5mg/ml injectable + + + + Hypnovel,,,Hypnovel,false,1
Midazolam 50mg/10ml Injectable,Injectable,pharmacie,SN,,Midazolam 50mg/10ml Injectable|Midazolam,,,medicament|senegal|injectable,,,draft,Source: Midazolam 50mg/10ml Injectable Hypnovel,,,,false,1
Thiopental 1g injectable - Pentothal,injectable,pharmacie,SN,,Thiopental 1g injectable|Thiopental|Pentothal,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Thiopental 1g injectable + + + Pentothal,,,Pentothal,false,1
Dexmedetomidine 100microgram/ml injectable,injectable,pharmacie,SN,,Dexmedetomidine 100microgram/ml injectable|Dexmedetomidine,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Dexmedetomidine 100microgram/ml injectable + + +,,,,false,1
